Tutorials,,,,,
,Angry Birds of Modern JavaScript Development - Elijah Manor,"A diabolical herd of pigs stole all of the front-end architecture from an innocent flock of birds and now they want it back! A team of special agent hero birds will attack these despicable pigs until they recover what is rightfully theirs, front-end architecture! The Red Birds attacks with the force of their trusty IIFE, the basic building block of all privacy. The Blue Bird follows in his footsteps and triggers events and messages that scatter to infiltrate the pigs castle. The Yellow Bird comes with a Require.JS speed booster and dynamically injects scripts against those pesky swine. The Black Bird is soon to follow and he provides a much more organized approach to fighting these porkers and introduces the Backbone.js bomb to their dismay. The White Bird appears to be seemingly harmless, but when it pulls out its strict coding style and bursts of quality checks the hogs are sure to squeal. The Green Bird can reach all of those hard to reach places and will mock and spy those stealing swine right where it hurts! The Orange Bird starts out small with a simple template, but then expands itself into a DOM blast that will surely send the message that the birds mean business. The Big Brother is not too far behind and he is pulling out the big guns with his finite state machine and other proven design patterns of destruction. The Mighty Eagle pulls up the ranks with a superior weapon of them all, a suite of tools that can organize and deploy all the other birds into battle against their soon to be be vanquished foe.",39 minutes,355 MB,http://mediaservice.mirror-image.com/videos/dc6d95756c0a1/assets/5812027/file.mp4
,Secure RESTful API Automation with JavaScript - Jonathan LeBlanc,"Pragmatic RESTful API principles, along with a solid consumption architecture, can allow for a great amount of automation in your program development. At the same time, securing the application can be extremely tricky from JavaScript. In this session we will explore several principles behind RESTful API design and consumption using JavaScript, many of the standards that were integrated in the redevelopment of the PayPal API architecture in the new RESTful APIs. We will cover many of these architecture standards, including: Building in action automation using HATEOAS OAuth 2 in the JavaScript model The challenges behind secure resource consumption through JavaScript",42 minutes,380 MB,http://mediaservice.mirror-image.com/videos/7499a60603057/assets/5813682/file.mp4
,Flow Control with Promises - Trevor Burnham,"This is a sequel to my talk from last year, The Promised Land. I saw many developers tweet that they enjoyed the talk but found it a little basic. This talk will start with a 10-minute review on the basics of Promises, then go into a more advanced topic: how Promises can be used as an alternative to a flow control library like Async.js. Async.js is one of the most popular libraries in the Node world (see the Most Depended Upon list at https://npmjs.org/). It allows people to do async iteration in a functional style, a la Underscore.js. But a Promise library like q, combined with a few clever techniques, can do just about anything that the much heavier Async.js can do. In this talk, we'll see how: how to run an arbitrary array of async functions in series or in parallel; how to perform async collection operations like map; and more. Well look at both simplified code snippets and real examples from my connect-assets library. This talk will be aimed primarily at Node.js developers. Although the same idioms and libraries could be used in the browser, in practice powerful async task management is rarely needed there.",25 minutes,223 MB,http://mediaservice.mirror-image.com/videos/91b9c055e068e/assets/5812259/file.mp4
,Who Killed My Battery: Analyzing Mobile Browser Energy Consumption - Angela Nicoara,"Despite the explosive growth of smartphones and growing popularity of mobile web browsing, the energy consumed by a phone browser while surfing the web is poorly understood. While web pages are often optimized for speed and beauty, little attention is given to the amount of energy needed to download and render the page. In this talk, we present an infrastructure for measuring the precise energy used by a mobile browser to render web pages. We then measure the energy needed to render financial, e-commerce, email, blogging, news and social networking sites. Our tools are sufficiently precise to measure the energy needed to render individual web elements, such as cascade style sheets (CSS), Javascript, images, and plug-in objects. Our results show that for popular sites, downloading and parsing cascade style sheets and Javascript consumes a significant fraction of the total energy needed to render the page. Using the data we collected we make concrete recommendations on how to design web pages so as to minimize the energy needed to render the page. We conclude by estimating the point at which offloading browser computations to a remote proxy can save energy on the phone. Our approach gives another dimension for evaluating mobile web sites and helps web developers build more energy efficient sites and improve user experience.",40 minutes,358 MB,http://mediaservice.mirror-image.com/videos/06e8d5558dfea/assets/5813639/file.mp4
,Rich Web UIs with Knockout.js - Steven Sanderson,"Knockout.js helps you to build sophisticated, dynamic web UIs, by providing a clean Model-View-ViewModel (MVVM) architecture and a powerfully expressive system of declarative bindings. In this demo-filled session, Knockout's creator Steve Sanderson will quickly show how you can get started with this popular JavaScript library.",21 minutes,191 MB,http://mediaservice.mirror-image.com/videos/9f517543c8547/assets/5813711/file.mp4
,AngularJS - HTML enhanced for Web-apps - Misko Hevery,"Introduction to angular, and a walk through of many of its core features, which make angular unique in the web-framework ecosystem such as Dependency Injector and Directives. This will be a demo session where small CRUD application will be built from ground up, to show of its features.",43 minutes,385 MB,http://mediaservice.mirror-image.com/videos/0f45f5af6e62e/assets/5811939/file.mp4
,Building Rich Internet Applications with HTML5 and WebGL - Tony Parisi,"HTML5 is becoming the platform of choice for building Rich Internet Applications. The advanced programming, animation and multimedia capabilities of HTML5, combined with hardware-accelerated 3D rendering provided by WebGL, represents a combination with limitless possibilities. With HTML5 and WebGL, developers can create immersive 3D games, integrated 2D/3D presentations, product displays, social media sites, content editing systems and more, all running in your web browser. This session covers the basics required to build Rich Internet Applications in HTML5 and WebGL, including rendering, animation, 2D/3D integration, CSS3, CSS shaders, multi-threaded programming with web workers, networking with web sockets, and 2D and 3D tools pipelines. Several working examples will be presented. Attendees should come away with a solid understanding of the issues involved in building rich applications for todays HTML5 browser environments.",42 minutes,375 MB,http://mediaservice.mirror-image.com/videos/24f284736ff68/assets/5812307/file.mp4
,Benchmarking the New Front End: How to Quantify Single Page App Performance - Rachel Myers and Emily Nakashima,"It's easy to quantify page load time in traditional web apps - there are great services for data collection (Google Analytics, New Relic), comprehensive APIs for slicing it up (Navigation Timing), and even static analysis tools (YSLow, Page Speed Insights, Web Page Test). But as web interactions increasingly load content asynchronously and more application functionality moves to the client, quantitatively understanding your users' experiences becomes a lot more difficult. Time-to-window-load isn't relevant anymore. To benchmark our performance progress we needed to collect new events that correspond to when customers can use different components of the page. In practical terms, the new benchmark is when you remove the loading spinner - but here be dragons. We want to know when we remove all the spinners. Feature by feature, on all the pages. For all of our users. So we want RUM, real user monitoring. We think its the best way to have a real-world metric that you can use to understand your users experience. Well talk about the custom aggregator that we built to slice up some of this data, but well also talk about how you can adapt familiar tools to get some of this data right now. Well end with a short discussion of where these tools still don't meet our needs, and where we hope they'll go next.",36 minutes,323 MB,http://mediaservice.mirror-image.com/videos/833eded38f1da/assets/5812016/file.mp4
,Architecting a PhoneGap Application - Christophe Coenraets,"Tired of Hello World? In this session, we explore best practices to build real-world PhoneGap applications. We investigate the Single Page Architecture, HTML templates, effective Touch events, modular application techniques, and more. This session is a must if you plan to build a PhoneGap application that has more than a couple of screens.",46 minutes,410 MB,http://mediaservice.mirror-image.com/videos/736e8e0ed336d/assets/5811947/file.mp4
,Making It Rock - the Web Audio API - Chris Wilson,"This session will cover the Web Audio API and how it can be applied to make sound effects and music for games, music apps, and even just providing some aural feedback for your regular interactive applications. We'll compare to the HTML5 element, but show how to use audio input, analysis tools, and the effects processing chain to do interesting tricks.",40 minutes,364 MB,http://mediaservice.mirror-image.com/videos/beaa6c2369910/assets/5813456/file.mp4
,Browser Versions Are Dead - Kyle Simpson,"The browser version is a dead concept. You must stop caring about the browser version, its update cycle, and even (to some extent), its intrinsic capabilities. Every single person who's ever worked in web development has, more or less, been fed a lie. Its a lie thats so insidious that its actually mutated the way our web development industry works from the inside out. It's made us worse as an industry. Its cost untold billions of dollars in lost time. What is that lie? The browser version matters, because that's how we know what it can and cant do. Or, put another way, The browser version matters, because we have to know how to hack it so that it looks the same as every other browser. The browser version is dead. Hacking around browser short-falls is dead. Compensating for non-compliance to standards is dead. UA sniffing is dead. Quit wasting your time! Lets start retraining decision makers (customers, bosses, etc) about how the web and browsers really work.",44 minutes,392 MB,http://mediaservice.mirror-image.com/videos/5a7bcbbc51033/assets/5812069/file.mp4
,Scraping the World with JavaScript - Sylvain Zimmer,"Crawlers and scrapers have been around for ages. However, being able to write them easily in JavaScript has been a significant advance in recent years because there is now little that a browser can do and a scraper cant. I will explain and compare the main different ways to scrape in JS: jsdom, cheerio, libxml, phantomjs. I will also go through funny examples from my experience where little tricks and creative solutions were needed to beat scraping countermeasures ;) Crawling has been a passion of mine for a long time and Im also the author of the npm crawler module (https://github.com/sylvinus/node-crawler)",23 minutes,198 MB,http://mediaservice.mirror-image.com/videos/cacb9bbcd8a80/assets/5813717/file.mp4
,GC.unmagic() - David Bruant,"One aspect that makes JavaScript easy is the fact that memory management is mostly taken care of by the JavaScript engine. While this is convenient to begin with, the garbage collection starts to have a cost in long-running applications or application that need excellent responsiveness like games. In this talk, I'll cover the basics of memory management, garbage collection algorithms and optimizations that JavaScript engines use to make garbage collection as discrete as possible.",18 minutes,164 MB,http://mediaservice.mirror-image.com/videos/142546cf1c383/assets/5812347/file.mp4
,Superconductor: A Language for Interactive Big Data Visualizations - Leo Meyerovich,"New parallel JavaScript extensions like WebCL and WebGL are close to giving designers the ability to create interactive visualizations of big data sets. However, these extensions are extremely low level, so we have been building Superconductor, a framework that automatically uses parallel JavaScript for interactive visualizations of up to one million nodes. This talk will focus on: Emerging opportunities for interactive visualizations of big data sets How to create new types of visualizations with Superconductors high-level DSL How to control new & prebuilt Superconductor visualizations with standard JavaScript How Superconductor efficiently uses WebCL and WebGL",35 minutes,317 MB,http://mediaservice.mirror-image.com/videos/0b6c74c4be660/assets/5813611/file.mp4
,Creating Animated Music Videos with CSS3 and HTML5 - Rachel Nabors,"When Rachel Nabors transitioned to web design from comics four years ago, the first thing she wanted to do was animate a cartoon in the browser. But instead of learning Flash, she was more interested in mastering CSS and JavaScript. For a long time animating with JavaScript was limiting and resource intensive. There was no simple way to incorporate audio. But things have drastically changed in the past year with widespread adoption of CSS3 animations and HTML5 audio. You can do much without using JavaScript at all, and when you do use JavaScript, you can accomplish so much more! In this talk, Rachel will show you the basic techniques any front-end developer or ambitious designer can use to reproduce classic animation techniques like walkcycles and ""cut-outs."" Then she shows you how to combine them all into a cohesive whole. Whether or not the browser is the next animation platform, you're sure to come away with a deeper understanding of bleeding edge CSS and how to control its interactions with audio and JavaScript.",38 minutes,343 MB,http://mediaservice.mirror-image.com/videos/4c624fe703dbe/assets/5812161/file.mp4
,Developing Windows 8 apps with HTML5 and JavaScript: What Web Developers Must Know - Doris Chen,"The introduction of Internet Explorer 10 and Windows 8 provides developers with new challenges and unique opportunities. You already have a Web app on the Internet and want to reach customers with a new, targeted experience on Windows 8. Learn how to leverage your existing HTML and JavaScript skills, and how to integrate your website with your Windows apps. Youll discover how this mirrors or differs from traditional Web programming and how to harness the rich capabilities of Windows 8 through JavaScript and the Windows Runtime. Youll learn techniques for turning your HTML5, CSS and JavaScript into a great Windows app including touch-enablement, adopting the Windows look and feel, and system integration. This session will jump start you to start building Windows 8 apps with the skills you already have.",45 minutes,403 MB,http://mediaservice.mirror-image.com/videos/b05f3cfea3bec/assets/5812340/file.mp4
,Classical Inheritance is Obsolete: How to Think in Prototypal OO - Eric Elliott,"In this talk, you'll see lots of examples demonstrating both the weaknesses of the classical OO style in JavaScript, as well as the strength and flexibility in prototypal alternatives, including: Exemplar prototypes Prototype mixins Prototype-powered flyweights Prototype-backed factory functions",43 minutes,385 MB,http://mediaservice.mirror-image.com/videos/1fb5cbbc2fb9d/assets/5812483/file.mp4
,CSS3/JS Selectors: When Your HTML5 Has No Class - Estelle Weyl,"Pick an element, any element. Style it. Manipulate it. No IDs. No classes. No jQuery necessary. We'll learn all the new features of selectors in CSS and JavaScript that enable you to select this DOM node, that DOM node, and even an imaginary DOM node based on attributes, relation to other elements, location in the DOM, or just an element's mere existence. The possibilities are endless, if you know how to use the tools in your tool box. Today's tool is CSS3 (and JavaScript) selectors.",41 minutes,224 MB,http://mediaservice.mirror-image.com/videos/45a8dd802f8a5/assets/5812289/file.mp4
,Preventing XSS with Content-Security Policy - Ben Vinegar,"Don't rely on input sanitization alone to protect you from XSS vulnerabilities. Content-Security Policy is a new browser feature that helps lock down your application to scripts that only you trust, preventing execution of malicious code. In this talk, learn about unconventional XSS attacks, how CSP prevents them, and how to implement CSP in your application.",20 minutes,80 MB,http://mediaservice.mirror-image.com/videos/7d98f73fcc588/assets/5813509/file.mp4
,1.21 gigawatts: ChromeApps with AngularJS and Node - Aaron Frost and Dave Geddes,"Building your apps for Chrome is the most reliable way to build high-speed, cross-platform desktop apps. ChromeApps, when combined with AngularJS and Nodejs, is the ultimate development stack. ATTENTION: Be warned that things will get crazy in this presentation. We will have security staff present to ensure the safety of the audience.",42 minutes,324 MB,http://mediaservice.mirror-image.com/videos/dc696d9efabea/assets/5811983/file.mp4
,How To (Semi-)Automate JavaScript Refactoring - Giles Bowkett,"Refactoring bad code can be tedious, repetitive work. But tedious, repetitive work is for computers to do! Find out how you can build a happy little refactoring droid which can do (at least some of) the boring parts of your job for you.",39 minutes,121 MB,http://mediaservice.mirror-image.com/videos/3e32a5b54c4a4/assets/5813490/file.mp4
,Coding Towards Diversity - Kane Baccigalupi,"The problem of getting women and minorities into the tech industry is daunting, and guilt inducing. If we were to examine it as a programming construct, it would be an infinite and unproductive loop. Tech organizations typically break this loop manually, leaving the best of intentions by the wayside. This talk will take an agile approach to refactoring the problem into algorithms for change.",21 minutes,148 MB,http://mediaservice.mirror-image.com/videos/67eb0e6446ab9/assets/5812317/file.mp4
,Build Web and Mobile Apps Faster - Steven Sanderson,"Who needs a web server these days? Cloud-based backends are transforming how many kinds of web and mobile apps are architected, radically reducing the amount of code and time needed to get your app to v1.0. This session explores the pros and cons of Windows Azure Mobile Services, so you can decide if a cloud backend is right for your next project.",40 minutes,220 MB,http://mediaservice.mirror-image.com/videos/abcb3a0874b75/assets/5812070/file.mp4
,Break Out Of The Browser With HTML5 - Burke Holland,"Chrome Packaged Apps V2 allow you to write truly native applications using just HTML, JavaScript and CSS. The Chrome runtime gives you access to the file system, built-in identity API's, serial communication and so much more. What's better is that you can write truly cross platform apps (Chrome OS, Windows, OS X, Ubuntu...) and deploy with one single package. One code base with unlimited reach.",38 minutes,219 MB,http://mediaservice.mirror-image.com/videos/043fd98c7dc61/assets/5811781/file.mp4
,Go Node Without Code - Brian Rinaldi,"You're already well aware of what Node offers for server-side JavaScript development. What you may not know is that there are many command line tools built on Node that can be incredibly useful to developers, even those with no interest in doing server-side JS. In this session, we'll review some Node-based tools, showing how to install them, use them and fit them in your development workflow.",36 minutes,183 MB,http://mediaservice.mirror-image.com/videos/a25d15b2b5084/assets/5813512/file.mp4
,Improving JavaScript Code Quality: Strategies and Tools - Ariya Hidayat,"The quality of JavaScript-based web applications can be improved by choosing the development strategies which minimize common mistakes, avoid API ambiguities, and reduce any syntax confusion. This talk highlights the recent developments on language tools which aim at solving near-future JavaScript quality analysis, from run-time complexity profiling to framework-aware static code inspection.",42 minutes,117 MB,http://mediaservice.mirror-image.com/videos/6ce3c9fb2486a/assets/5813383/file.mp4
,Battle of the HTML5 Hackers - Jeffrey Burtoft and Jesse Cravens,"Hackers Jeff Burtoft and Jesse Cravens, co-authors of O'Reilly 'HTML5 Hacks', approach HTML5 and JavaScript technologies from vastly different vantage points. Watch the competitiveness mount, as these two innovative Hackers try to one-up each other through demonstrations of each of their most inspired hacks.",38 minutes,185 MB,http://mediaservice.mirror-image.com/videos/a0f0c35aa9822/assets/5811571/file.mp4
,How To: Make Fast Design-Decisions as a Developer - Julie Horvath,"There are now approximately 1 billion frontend frameworks, libraries, and tools to choose from when building web applications. It's easy to get stuck in the mud while wading through resources to find what'll work best for you and your team. As a designer and frontend dev at GitHub, a lot of my job is making these decisions. Learn about the frontend arsenal of tools I use to get there faster.",36 minutes,164 MB,http://mediaservice.mirror-image.com/videos/ec32a0f1e9166/assets/5813378/file.mp4
,An Overview of ECMAScript 6 - Axel Rauschmayer,This talk will give an overview of what is most likely going to be in ECMAScript 6.,38 minutes,233 MB,http://mediaservice.mirror-image.com/videos/d9cdc0537855d/assets/5811889/file.mp4
,"What's New with Dart: Spoiler, lots! - Seth Ladd","Building a modern web app generally requires more than just platform primitives. You need productive tools, a package manager, intelligent compilers, rich libraries, sane semantics, modularity, polyfills for the latest and greatest features, and more. Learn how Dart brings it all together and gives you a consistent and coherent platform that runs across all modern browsers.",42 minutes,132 MB,http://mediaservice.mirror-image.com/videos/dc00d7040cfc9/assets/5813610/file.mp4
,A Practical Introduction to WebRTC - Anant Narayanan,"In this session, we'll be diving deep into the various JavaScript APIs (primarily getUserMedia and PeerConnection) that make all of this possible. We'll also go through the process of building a real WebRTC powered web app and discuss some ways in which these apps can be deployed in the real world.",42 minutes,256 MB,http://mediaservice.mirror-image.com/videos/5e9157d10f43a/assets/5811969/file.mp4
,this in JavaScript : How It Really Works - Martha Girdler,"Learn the various ways ""this"" is resolved in JS, and how to leverage it in your codebase.",15 minutes,96 MB,http://mediaservice.mirror-image.com/videos/a9b7d20dea02d/assets/5812017/file.mp4
,Introduction to TypeScript - Luke Hoban,"A guided tour of TypeScript, a new language and toolset that makes it easier to write cross-platform, application-scale JavaScript.",41 minutes,130 MB,http://mediaservice.mirror-image.com/videos/3792dbca07739/assets/5813464/file.mp4
,Prototyping a la Node with Express - Pam Selle,"In this talk, Pam Selle (thewebivore.com) will demonstrate a simple method of rapid prototyping and idea validation. You'll learn how to use Express.js for rapid prototyping, leverage user testing to validate designs and interactions, and get it all up and running on the web quickly and easily. And we'll do it in JavaScript!",16 minutes,113 MB,http://mediaservice.mirror-image.com/videos/dde1e772578bb/assets/5813575/file.mp4
,Web Components: A Tectonic Shift for the Web Platform - Eric Bidelman,The declarative renaissance is upon us.,48 minutes,192 MB,http://mediaservice.mirror-image.com/videos/3ed36725d651b/assets/5813694/file.mp4
,Gearing Up for Google Glass Development - Maximiliano Firtman,Glass raises many technical questions. Are Glass apps native apps or web apps? Is Glass an augmented reality device? How can websites and apps integrate with Google Glass? How can we emulate how content is served? Is Glassware just a website or an app with a transparent background?,41 minutes,264 MB,http://mediaservice.mirror-image.com/videos/1631ebe41b051/assets/5812207/file.mp4
,CoffeeScript for the JavaScript Developer - Mark Bates,"CoffeeScript is taking the world, by storm. This little language has provided an almost Ruby/Python like abstraction onto of JavaScript. CoffeeScript is trying to make writing front end code as much fun as writing backend code can be.",38 minutes,220 MB,http://mediaservice.mirror-image.com/videos/0e0d74209b42f/assets/5812495/file.mp4
,Firefox Developer Tools - Heather Arthur,"Firefox is one of the leading web browsers, and doing web development in Firefox is getting easier as the built-in developer tools grow. This talk will give a brief peek at what the tools offer, and dive into solving a problem with this unique set of tools.",18 minutes,90 MB,http://mediaservice.mirror-image.com/videos/f34d60824e749/assets/5812318/file.mp4
,"Introducing Brackets, An Open Source Code Editor for the Web - Glenn Ruehle","Brackets is a desktop code editor built in JavaScript, HTML and CSS. MIT-licensed and hosted on GitHub, Brackets is a code editor that challenges the status quo with innovations like inline Quick Editing and live browser connectivity. This session will provide an overview of Brackets and demonstrate how to hack on the project so you can customize and extend it to meet your needs.",22 minutes,87 MB,http://mediaservice.mirror-image.com/videos/e6236f02e3424/assets/5813379/file.mp4
